transaction_narration,label
Cafe coffee purchase Ref007661 Amt15426 INR,food
Stock market purchase Ref007662 Amt5612 INR,investment
Supermarket shopping bill Ref007663 Amt25902 INR,shopping
Home loan EMI deduction Ref007664 Amt4061 INR,emi
Personal loan EMI Ref007665 Amt18904 INR,emi
Home loan EMI deduction Ref007666 Amt43093 INR,emi
Cafe coffee purchase Ref007667 Amt28377 INR,food
Stock market purchase Ref007668 Amt44982 INR,investment
Personal loan EMI Ref007669 Amt12457 INR,emi
Hotel stay payment Ref007670 Amt27417 INR,travel
Loan EMI auto debit Ref007671 Amt19911 INR,emi
Electronics store payment Ref007672 Amt11062 INR,shopping
Stock market purchase Ref007673 Amt8585 INR,investment
Flight ticket purchase Ref007674 Amt8927 INR,travel
Mutual fund SIP investment Ref007675 Amt5897 INR,investment
Credit card EMI payment Ref007676 Amt16859 INR,emi
Flight ticket purchase Ref007677 Amt43711 INR,travel
Train ticket booking IRCTC Ref007678 Amt42996 INR,travel
Clothing store purchase Ref007679 Amt17568 INR,shopping
Uber ride payment Ref007680 Amt44610 INR,travel
Supermarket shopping bill Ref007681 Amt41796 INR,shopping
Bakery item purchase Ref007682 Amt48265 INR,food
PPF account contribution Ref007683 Amt45139 INR,investment
Amazon online shopping Ref007684 Amt48590 INR,shopping
Electronics store payment Ref007685 Amt9767 INR,shopping
Train ticket booking IRCTC Ref007686 Amt46710 INR,travel
Bakery item purchase Ref007687 Amt37514 INR,food
Demat account funding Ref007688 Amt14557 INR,investment
Hotel stay payment Ref007689 Amt22305 INR,travel
Ola cab booking Ref007690 Amt47296 INR,travel
Bike loan installment Ref007691 Amt12332 INR,emi
Loan EMI auto debit Ref007692 Amt23999 INR,emi
Flipkart purchase Ref007693 Amt14839 INR,shopping
Train ticket booking IRCTC Ref007694 Amt13358 INR,travel
Swiggy food delivery Ref007695 Amt5182 INR,food
Restaurant bill payment Ref007696 Amt43908 INR,food
Electronics store payment Ref007697 Amt26685 INR,shopping
Restaurant bill payment Ref007698 Amt47205 INR,food
Home loan EMI deduction Ref007699 Amt30699 INR,emi
PPF account contribution Ref007700 Amt44345 INR,investment
Bike loan installment Ref007701 Amt21780 INR,emi
Crypto investment transfer Ref007702 Amt38558 INR,investment
Home loan EMI deduction Ref007703 Amt13165 INR,emi
Credit card EMI payment Ref007704 Amt28712 INR,emi
Personal loan EMI Ref007705 Amt31045 INR,emi
Bike loan installment Ref007706 Amt25440 INR,emi
Supermarket shopping bill Ref007707 Amt25154 INR,shopping
Cafe coffee purchase Ref007708 Amt13772 INR,food
Credit card EMI payment Ref007709 Amt5282 INR,emi
Train ticket booking IRCTC Ref007710 Amt18813 INR,travel
Loan EMI auto debit Ref007711 Amt35193 INR,emi
Bakery item purchase Ref007712 Amt21860 INR,food
Clothing store purchase Ref007713 Amt33395 INR,shopping
Restaurant bill payment Ref007714 Amt12248 INR,food
PPF account contribution Ref007715 Amt9445 INR,investment
Home loan EMI deduction Ref007716 Amt37830 INR,emi
Crypto investment transfer Ref007717 Amt19897 INR,investment
Stock market purchase Ref007718 Amt7495 INR,investment
Uber ride payment Ref007719 Amt29800 INR,travel
Credit card EMI payment Ref007720 Amt15802 INR,emi
Personal loan EMI Ref007721 Amt7876 INR,emi
Credit card EMI payment Ref007722 Amt25318 INR,emi
Restaurant bill payment Ref007723 Amt3549 INR,food
Personal loan EMI Ref007724 Amt38341 INR,emi
Ola cab booking Ref007725 Amt10416 INR,travel
Mutual fund SIP investment Ref007726 Amt19826 INR,investment
Home loan EMI deduction Ref007727 Amt14091 INR,emi
Cafe coffee purchase Ref007728 Amt37230 INR,food
Stock market purchase Ref007729 Amt43208 INR,investment
Stock market purchase Ref007730 Amt6932 INR,investment
Zomato order payment Ref007731 Amt35106 INR,food
Cafe coffee purchase Ref007732 Amt34888 INR,food
Credit card EMI payment Ref007733 Amt9411 INR,emi
Zomato order payment Ref007734 Amt24240 INR,food
Electronics store payment Ref007735 Amt6154 INR,shopping
Clothing store purchase Ref007736 Amt20962 INR,shopping
Ola cab booking Ref007737 Amt23873 INR,travel
Credit card EMI payment Ref007738 Amt28473 INR,emi
Electronics store payment Ref007739 Amt17123 INR,shopping
Bike loan installment Ref007740 Amt3285 INR,emi
Cafe coffee purchase Ref007741 Amt12813 INR,food
Uber ride payment Ref007742 Amt45418 INR,travel
Electronics store payment Ref007743 Amt22476 INR,shopping
Ola cab booking Ref007744 Amt29244 INR,travel
Crypto investment transfer Ref007745 Amt8754 INR,investment
Electronics store payment Ref007746 Amt26334 INR,shopping
Bike loan installment Ref007747 Amt12440 INR,emi
Flight ticket purchase Ref007748 Amt323 INR,travel
Restaurant bill payment Ref007749 Amt4159 INR,food
Restaurant bill payment Ref007750 Amt10094 INR,food
PPF account contribution Ref007751 Amt4221 INR,investment
Restaurant bill payment Ref007752 Amt21430 INR,food
Amazon online shopping Ref007753 Amt2483 INR,shopping
Swiggy food delivery Ref007754 Amt31809 INR,food
Ola cab booking Ref007755 Amt4406 INR,travel
Credit card EMI payment Ref007756 Amt21057 INR,emi
Stock market purchase Ref007757 Amt7958 INR,investment
Mutual fund SIP investment Ref007758 Amt39697 INR,investment
Credit card EMI payment Ref007759 Amt37695 INR,emi
Swiggy food delivery Ref007760 Amt26183 INR,food
Amazon online shopping Ref007761 Amt32499 INR,shopping
Uber ride payment Ref007762 Amt13106 INR,travel
Swiggy food delivery Ref007763 Amt24878 INR,food
Clothing store purchase Ref007764 Amt23107 INR,shopping
Hotel stay payment Ref007765 Amt25709 INR,travel
Uber ride payment Ref007766 Amt39482 INR,travel
Hotel stay payment Ref007767 Amt47695 INR,travel
Stock market purchase Ref007768 Amt22642 INR,investment
Train ticket booking IRCTC Ref007769 Amt40428 INR,travel
Credit card EMI payment Ref007770 Amt15476 INR,emi
Ola cab booking Ref007771 Amt9981 INR,travel
Stock market purchase Ref007772 Amt45930 INR,investment
Flipkart purchase Ref007773 Amt34323 INR,shopping
Supermarket shopping bill Ref007774 Amt11523 INR,shopping
Restaurant bill payment Ref007775 Amt23928 INR,food
Stock market purchase Ref007776 Amt23302 INR,investment
Ola cab booking Ref007777 Amt14952 INR,travel
Crypto investment transfer Ref007778 Amt5808 INR,investment
Clothing store purchase Ref007779 Amt2377 INR,shopping
Crypto investment transfer Ref007780 Amt6105 INR,investment
Bakery item purchase Ref007781 Amt30188 INR,food
Bakery item purchase Ref007782 Amt12383 INR,food
PPF account contribution Ref007783 Amt32726 INR,investment
Bakery item purchase Ref007784 Amt10480 INR,food
Flight ticket purchase Ref007785 Amt2628 INR,travel
Zomato order payment Ref007786 Amt32303 INR,food
Swiggy food delivery Ref007787 Amt26080 INR,food
Restaurant bill payment Ref007788 Amt42358 INR,food
Flipkart purchase Ref007789 Amt36687 INR,shopping
Flipkart purchase Ref007790 Amt46374 INR,shopping
Cafe coffee purchase Ref007791 Amt43761 INR,food
Demat account funding Ref007792 Amt35104 INR,investment
Bike loan installment Ref007793 Amt31457 INR,emi
Train ticket booking IRCTC Ref007794 Amt29107 INR,travel
Credit card EMI payment Ref007795 Amt9612 INR,emi
Ola cab booking Ref007796 Amt45375 INR,travel
Ola cab booking Ref007797 Amt10676 INR,travel
Amazon online shopping Ref007798 Amt41698 INR,shopping
Bakery item purchase Ref007799 Amt19238 INR,food
Credit card EMI payment Ref007800 Amt22782 INR,emi
Supermarket shopping bill Ref007801 Amt10211 INR,shopping
Ola cab booking Ref007802 Amt48219 INR,travel
Bike loan installment Ref007803 Amt3846 INR,emi
Stock market purchase Ref007804 Amt40596 INR,investment
Credit card EMI payment Ref007805 Amt24452 INR,emi
Cafe coffee purchase Ref007806 Amt15975 INR,food
Stock market purchase Ref007807 Amt4469 INR,investment
Bakery item purchase Ref007808 Amt3732 INR,food
Bike loan installment Ref007809 Amt44905 INR,emi
Demat account funding Ref007810 Amt6951 INR,investment
Uber ride payment Ref007811 Amt31922 INR,travel
Credit card EMI payment Ref007812 Amt36727 INR,emi
Loan EMI auto debit Ref007813 Amt42908 INR,emi
Clothing store purchase Ref007814 Amt9831 INR,shopping
Zomato order payment Ref007815 Amt14501 INR,food
Stock market purchase Ref007816 Amt26399 INR,investment
Bakery item purchase Ref007817 Amt18897 INR,food
Stock market purchase Ref007818 Amt37515 INR,investment
Demat account funding Ref007819 Amt25404 INR,investment
Restaurant bill payment Ref007820 Amt47973 INR,food
Bike loan installment Ref007821 Amt3051 INR,emi
Home loan EMI deduction Ref007822 Amt16577 INR,emi
Amazon online shopping Ref007823 Amt11521 INR,shopping
Restaurant bill payment Ref007824 Amt5767 INR,food
Demat account funding Ref007825 Amt4819 INR,investment
Bakery item purchase Ref007826 Amt44220 INR,food
Home loan EMI deduction Ref007827 Amt28166 INR,emi
Loan EMI auto debit Ref007828 Amt37427 INR,emi
Bakery item purchase Ref007829 Amt47344 INR,food
PPF account contribution Ref007830 Amt13962 INR,investment
Clothing store purchase Ref007831 Amt29647 INR,shopping
Electronics store payment Ref007832 Amt23545 INR,shopping
Uber ride payment Ref007833 Amt31371 INR,travel
Swiggy food delivery Ref007834 Amt1290 INR,food
Credit card EMI payment Ref007835 Amt28581 INR,emi
Uber ride payment Ref007836 Amt4760 INR,travel
Electronics store payment Ref007837 Amt6397 INR,shopping
Uber ride payment Ref007838 Amt9908 INR,travel
Loan EMI auto debit Ref007839 Amt13324 INR,emi
Flipkart purchase Ref007840 Amt49376 INR,shopping
PPF account contribution Ref007841 Amt26545 INR,investment
PPF account contribution Ref007842 Amt37228 INR,investment
Crypto investment transfer Ref007843 Amt2481 INR,investment
Supermarket shopping bill Ref007844 Amt31201 INR,shopping
Uber ride payment Ref007845 Amt10911 INR,travel
Crypto investment transfer Ref007846 Amt31811 INR,investment
Uber ride payment Ref007847 Amt39548 INR,travel
Ola cab booking Ref007848 Amt28794 INR,travel
Mutual fund SIP investment Ref007849 Amt30271 INR,investment
Personal loan EMI Ref007850 Amt34861 INR,emi
Supermarket shopping bill Ref007851 Amt31239 INR,shopping
Electronics store payment Ref007852 Amt23195 INR,shopping
Ola cab booking Ref007853 Amt41450 INR,travel
Clothing store purchase Ref007854 Amt13404 INR,shopping
Bakery item purchase Ref007855 Amt6109 INR,food
Demat account funding Ref007856 Amt20335 INR,investment
Uber ride payment Ref007857 Amt33686 INR,travel
Clothing store purchase Ref007858 Amt12007 INR,shopping
Uber ride payment Ref007859 Amt9585 INR,travel
Swiggy food delivery Ref007860 Amt8033 INR,food
Amazon online shopping Ref007861 Amt23166 INR,shopping
Restaurant bill payment Ref007862 Amt31969 INR,food
Demat account funding Ref007863 Amt18632 INR,investment
Electronics store payment Ref007864 Amt18718 INR,shopping
Mutual fund SIP investment Ref007865 Amt46693 INR,investment
Zomato order payment Ref007866 Amt9293 INR,food
PPF account contribution Ref007867 Amt30526 INR,investment
Demat account funding Ref007868 Amt20362 INR,investment
Electronics store payment Ref007869 Amt32632 INR,shopping
Demat account funding Ref007870 Amt37612 INR,investment
PPF account contribution Ref007871 Amt29600 INR,investment
Loan EMI auto debit Ref007872 Amt27611 INR,emi
Flight ticket purchase Ref007873 Amt22877 INR,travel
Mutual fund SIP investment Ref007874 Amt16938 INR,investment
Loan EMI auto debit Ref007875 Amt1610 INR,emi
Stock market purchase Ref007876 Amt23234 INR,investment
Credit card EMI payment Ref007877 Amt30918 INR,emi
Uber ride payment Ref007878 Amt38691 INR,travel
Demat account funding Ref007879 Amt37130 INR,investment
PPF account contribution Ref007880 Amt12320 INR,investment
Crypto investment transfer Ref007881 Amt5282 INR,investment
Bakery item purchase Ref007882 Amt42703 INR,food
Credit card EMI payment Ref007883 Amt37410 INR,emi
Stock market purchase Ref007884 Amt21143 INR,investment
Uber ride payment Ref007885 Amt45629 INR,travel
Personal loan EMI Ref007886 Amt30636 INR,emi
Swiggy food delivery Ref007887 Amt24217 INR,food
Loan EMI auto debit Ref007888 Amt10684 INR,emi
Flipkart purchase Ref007889 Amt30421 INR,shopping
Stock market purchase Ref007890 Amt28055 INR,investment
Credit card EMI payment Ref007891 Amt5235 INR,emi
Personal loan EMI Ref007892 Amt19104 INR,emi
Supermarket shopping bill Ref007893 Amt36773 INR,shopping
Clothing store purchase Ref007894 Amt40189 INR,shopping
Demat account funding Ref007895 Amt18561 INR,investment
Crypto investment transfer Ref007896 Amt16353 INR,investment
Home loan EMI deduction Ref007897 Amt49495 INR,emi
Home loan EMI deduction Ref007898 Amt48945 INR,emi
Train ticket booking IRCTC Ref007899 Amt46567 INR,travel
Loan EMI auto debit Ref007900 Amt20111 INR,emi
Amazon online shopping Ref007901 Amt26020 INR,shopping
Supermarket shopping bill Ref007902 Amt38706 INR,shopping
Hotel stay payment Ref007903 Amt15989 INR,travel
Home loan EMI deduction Ref007904 Amt38000 INR,emi
Demat account funding Ref007905 Amt14938 INR,investment
Clothing store purchase Ref007906 Amt26964 INR,shopping
Loan EMI auto debit Ref007907 Amt34560 INR,emi
Flipkart purchase Ref007908 Amt9675 INR,shopping
Uber ride payment Ref007909 Amt38983 INR,travel
Personal loan EMI Ref007910 Amt27633 INR,emi
Hotel stay payment Ref007911 Amt47479 INR,travel
Stock market purchase Ref007912 Amt37823 INR,investment
Supermarket shopping bill Ref007913 Amt38283 INR,shopping
Loan EMI auto debit Ref007914 Amt16430 INR,emi
Uber ride payment Ref007915 Amt622 INR,travel
Electronics store payment Ref007916 Amt8559 INR,shopping
Swiggy food delivery Ref007917 Amt7646 INR,food
Mutual fund SIP investment Ref007918 Amt31487 INR,investment
Home loan EMI deduction Ref007919 Amt34085 INR,emi
Credit card EMI payment Ref007920 Amt18913 INR,emi
Demat account funding Ref007921 Amt22164 INR,investment
PPF account contribution Ref007922 Amt8744 INR,investment
Uber ride payment Ref007923 Amt16119 INR,travel
Zomato order payment Ref007924 Amt19876 INR,food
Personal loan EMI Ref007925 Amt28466 INR,emi
Bike loan installment Ref007926 Amt4300 INR,emi
Hotel stay payment Ref007927 Amt14743 INR,travel
Amazon online shopping Ref007928 Amt1894 INR,shopping
Train ticket booking IRCTC Ref007929 Amt7088 INR,travel
Uber ride payment Ref007930 Amt13471 INR,travel
Demat account funding Ref007931 Amt25887 INR,investment
Personal loan EMI Ref007932 Amt46432 INR,emi
Electronics store payment Ref007933 Amt12572 INR,shopping
Personal loan EMI Ref007934 Amt22210 INR,emi
Mutual fund SIP investment Ref007935 Amt36497 INR,investment
Mutual fund SIP investment Ref007936 Amt37695 INR,investment
Flipkart purchase Ref007937 Amt4607 INR,shopping
Home loan EMI deduction Ref007938 Amt36311 INR,emi
Credit card EMI payment Ref007939 Amt17098 INR,emi
Bike loan installment Ref007940 Amt25520 INR,emi
Uber ride payment Ref007941 Amt4849 INR,travel
Hotel stay payment Ref007942 Amt36192 INR,travel
Loan EMI auto debit Ref007943 Amt13515 INR,emi
Credit card EMI payment Ref007944 Amt12584 INR,emi
Stock market purchase Ref007945 Amt44058 INR,investment
Uber ride payment Ref007946 Amt16396 INR,travel
Train ticket booking IRCTC Ref007947 Amt30083 INR,travel
Credit card EMI payment Ref007948 Amt17475 INR,emi
Stock market purchase Ref007949 Amt43093 INR,investment
Zomato order payment Ref007950 Amt19843 INR,food
Flight ticket purchase Ref007951 Amt46906 INR,travel
Electronics store payment Ref007952 Amt33158 INR,shopping
PPF account contribution Ref007953 Amt1936 INR,investment
Bakery item purchase Ref007954 Amt42772 INR,food
Credit card EMI payment Ref007955 Amt37395 INR,emi
Bike loan installment Ref007956 Amt49465 INR,emi
Amazon online shopping Ref007957 Amt10126 INR,shopping
Cafe coffee purchase Ref007958 Amt28814 INR,food
Loan EMI auto debit Ref007959 Amt30627 INR,emi
Credit card EMI payment Ref007960 Amt2560 INR,emi
Credit card EMI payment Ref007961 Amt20975 INR,emi
Swiggy food delivery Ref007962 Amt15067 INR,food
Clothing store purchase Ref007963 Amt3175 INR,shopping
Ola cab booking Ref007964 Amt36740 INR,travel
Clothing store purchase Ref007965 Amt27764 INR,shopping
Demat account funding Ref007966 Amt11973 INR,investment
Demat account funding Ref007967 Amt47930 INR,investment
Ola cab booking Ref007968 Amt13275 INR,travel
Hotel stay payment Ref007969 Amt10147 INR,travel
Flipkart purchase Ref007970 Amt710 INR,shopping
Uber ride payment Ref007971 Amt8910 INR,travel
Bike loan installment Ref007972 Amt37692 INR,emi
Swiggy food delivery Ref007973 Amt13496 INR,food
Swiggy food delivery Ref007974 Amt1539 INR,food
Ola cab booking Ref007975 Amt16722 INR,travel
Crypto investment transfer Ref007976 Amt28999 INR,investment
Zomato order payment Ref007977 Amt44030 INR,food
Crypto investment transfer Ref007978 Amt24033 INR,investment
Cafe coffee purchase Ref007979 Amt28075 INR,food
Flight ticket purchase Ref007980 Amt40055 INR,travel
Clothing store purchase Ref007981 Amt49311 INR,shopping
Credit card EMI payment Ref007982 Amt49146 INR,emi
Swiggy food delivery Ref007983 Amt18318 INR,food
Credit card EMI payment Ref007984 Amt3773 INR,emi
Swiggy food delivery Ref007985 Amt15227 INR,food
Supermarket shopping bill Ref007986 Amt17028 INR,shopping
Stock market purchase Ref007987 Amt15500 INR,investment
Swiggy food delivery Ref007988 Amt17850 INR,food
Uber ride payment Ref007989 Amt8426 INR,travel
Clothing store purchase Ref007990 Amt30145 INR,shopping
Bakery item purchase Ref007991 Amt48688 INR,food
Zomato order payment Ref007992 Amt29867 INR,food
Ola cab booking Ref007993 Amt43479 INR,travel
Train ticket booking IRCTC Ref007994 Amt3515 INR,travel
Loan EMI auto debit Ref007995 Amt28893 INR,emi
Demat account funding Ref007996 Amt43390 INR,investment
Electronics store payment Ref007997 Amt47918 INR,shopping
Cafe coffee purchase Ref007998 Amt42186 INR,food
Demat account funding Ref007999 Amt17168 INR,investment
Mutual fund SIP investment Ref008000 Amt40882 INR,investment
Flipkart purchase Ref008001 Amt17382 INR,shopping
Cafe coffee purchase Ref008002 Amt23677 INR,food
Flipkart purchase Ref008003 Amt35281 INR,shopping
Stock market purchase Ref008004 Amt44509 INR,investment
Stock market purchase Ref008005 Amt22348 INR,investment
Amazon online shopping Ref008006 Amt11888 INR,shopping
Train ticket booking IRCTC Ref008007 Amt39342 INR,travel
Bakery item purchase Ref008008 Amt45194 INR,food
Bike loan installment Ref008009 Amt25934 INR,emi
Clothing store purchase Ref008010 Amt46801 INR,shopping
Personal loan EMI Ref008011 Amt47594 INR,emi
Ola cab booking Ref008012 Amt31915 INR,travel
Ola cab booking Ref008013 Amt29680 INR,travel
Amazon online shopping Ref008014 Amt12309 INR,shopping
Swiggy food delivery Ref008015 Amt5640 INR,food
Zomato order payment Ref008016 Amt7913 INR,food
Electronics store payment Ref008017 Amt33753 INR,shopping
Swiggy food delivery Ref008018 Amt45771 INR,food
Personal loan EMI Ref008019 Amt27358 INR,emi
Amazon online shopping Ref008020 Amt43983 INR,shopping
Cafe coffee purchase Ref008021 Amt3342 INR,food
Demat account funding Ref008022 Amt45554 INR,investment
Swiggy food delivery Ref008023 Amt39307 INR,food
Train ticket booking IRCTC Ref008024 Amt6887 INR,travel
Supermarket shopping bill Ref008025 Amt40552 INR,shopping
Home loan EMI deduction Ref008026 Amt11778 INR,emi
Clothing store purchase Ref008027 Amt48283 INR,shopping
Cafe coffee purchase Ref008028 Amt6786 INR,food
Ola cab booking Ref008029 Amt9412 INR,travel
Crypto investment transfer Ref008030 Amt49149 INR,investment
Credit card EMI payment Ref008031 Amt14538 INR,emi
Electronics store payment Ref008032 Amt12013 INR,shopping
Uber ride payment Ref008033 Amt23739 INR,travel
Credit card EMI payment Ref008034 Amt9559 INR,emi
Cafe coffee purchase Ref008035 Amt11644 INR,food
Demat account funding Ref008036 Amt44998 INR,investment
Personal loan EMI Ref008037 Amt42439 INR,emi
Stock market purchase Ref008038 Amt12899 INR,investment
Bakery item purchase Ref008039 Amt12912 INR,food
Train ticket booking IRCTC Ref008040 Amt19395 INR,travel
Bike loan installment Ref008041 Amt1313 INR,emi
Personal loan EMI Ref008042 Amt34084 INR,emi
PPF account contribution Ref008043 Amt39370 INR,investment
Clothing store purchase Ref008044 Amt869 INR,shopping
Bike loan installment Ref008045 Amt1463 INR,emi
Uber ride payment Ref008046 Amt24622 INR,travel
Electronics store payment Ref008047 Amt33358 INR,shopping
Loan EMI auto debit Ref008048 Amt40213 INR,emi
Credit card EMI payment Ref008049 Amt44787 INR,emi
Crypto investment transfer Ref008050 Amt16967 INR,investment
Flipkart purchase Ref008051 Amt26134 INR,shopping
Stock market purchase Ref008052 Amt10583 INR,investment
Clothing store purchase Ref008053 Amt27239 INR,shopping
Train ticket booking IRCTC Ref008054 Amt12223 INR,travel
Crypto investment transfer Ref008055 Amt31174 INR,investment
Credit card EMI payment Ref008056 Amt10586 INR,emi
Personal loan EMI Ref008057 Amt10167 INR,emi
Cafe coffee purchase Ref008058 Amt5379 INR,food
Demat account funding Ref008059 Amt35668 INR,investment
Swiggy food delivery Ref008060 Amt39722 INR,food
Uber ride payment Ref008061 Amt42968 INR,travel
Personal loan EMI Ref008062 Amt47621 INR,emi
Ola cab booking Ref008063 Amt38931 INR,travel
Loan EMI auto debit Ref008064 Amt4775 INR,emi
Bike loan installment Ref008065 Amt14410 INR,emi
Swiggy food delivery Ref008066 Amt38858 INR,food
Home loan EMI deduction Ref008067 Amt49740 INR,emi
Electronics store payment Ref008068 Amt15343 INR,shopping
Stock market purchase Ref008069 Amt30461 INR,investment
Flight ticket purchase Ref008070 Amt11395 INR,travel
Clothing store purchase Ref008071 Amt43621 INR,shopping
Uber ride payment Ref008072 Amt28376 INR,travel
Mutual fund SIP investment Ref008073 Amt22069 INR,investment
Personal loan EMI Ref008074 Amt33809 INR,emi
Bakery item purchase Ref008075 Amt22358 INR,food
Swiggy food delivery Ref008076 Amt13519 INR,food
Swiggy food delivery Ref008077 Amt43006 INR,food
Amazon online shopping Ref008078 Amt2957 INR,shopping
Personal loan EMI Ref008079 Amt35124 INR,emi
Ola cab booking Ref008080 Amt4309 INR,travel
Swiggy food delivery Ref008081 Amt10050 INR,food
Swiggy food delivery Ref008082 Amt5098 INR,food
Home loan EMI deduction Ref008083 Amt33612 INR,emi
Restaurant bill payment Ref008084 Amt35379 INR,food
Flight ticket purchase Ref008085 Amt35714 INR,travel
PPF account contribution Ref008086 Amt32835 INR,investment
Demat account funding Ref008087 Amt652 INR,investment
Bakery item purchase Ref008088 Amt7291 INR,food
Clothing store purchase Ref008089 Amt17279 INR,shopping
Supermarket shopping bill Ref008090 Amt3933 INR,shopping
Demat account funding Ref008091 Amt20127 INR,investment
Uber ride payment Ref008092 Amt2890 INR,travel
Stock market purchase Ref008093 Amt37456 INR,investment
Electronics store payment Ref008094 Amt29082 INR,shopping
Electronics store payment Ref008095 Amt16126 INR,shopping
Personal loan EMI Ref008096 Amt21549 INR,emi
Crypto investment transfer Ref008097 Amt18566 INR,investment
Demat account funding Ref008098 Amt48947 INR,investment
Bakery item purchase Ref008099 Amt28630 INR,food
Ola cab booking Ref008100 Amt19511 INR,travel
Uber ride payment Ref008101 Amt40110 INR,travel
Flight ticket purchase Ref008102 Amt9591 INR,travel
Uber ride payment Ref008103 Amt12768 INR,travel
Uber ride payment Ref008104 Amt20130 INR,travel
Zomato order payment Ref008105 Amt18733 INR,food
Hotel stay payment Ref008106 Amt16676 INR,travel
Flipkart purchase Ref008107 Amt7490 INR,shopping
Bike loan installment Ref008108 Amt33594 INR,emi
Amazon online shopping Ref008109 Amt6001 INR,shopping
PPF account contribution Ref008110 Amt29362 INR,investment
Flight ticket purchase Ref008111 Amt38643 INR,travel
Supermarket shopping bill Ref008112 Amt40271 INR,shopping
Personal loan EMI Ref008113 Amt45362 INR,emi
Amazon online shopping Ref008114 Amt42809 INR,shopping
Hotel stay payment Ref008115 Amt45864 INR,travel
Uber ride payment Ref008116 Amt48292 INR,travel
Amazon online shopping Ref008117 Amt3836 INR,shopping
Flight ticket purchase Ref008118 Amt27772 INR,travel
Mutual fund SIP investment Ref008119 Amt48432 INR,investment
Uber ride payment Ref008120 Amt4188 INR,travel
Restaurant bill payment Ref008121 Amt12991 INR,food
Hotel stay payment Ref008122 Amt22163 INR,travel
Hotel stay payment Ref008123 Amt26054 INR,travel
Uber ride payment Ref008124 Amt352 INR,travel
Loan EMI auto debit Ref008125 Amt21506 INR,emi
Train ticket booking IRCTC Ref008126 Amt16108 INR,travel
Flipkart purchase Ref008127 Amt36133 INR,shopping
Restaurant bill payment Ref008128 Amt36351 INR,food
Flight ticket purchase Ref008129 Amt40466 INR,travel
Hotel stay payment Ref008130 Amt40172 INR,travel
Zomato order payment Ref008131 Amt29663 INR,food
PPF account contribution Ref008132 Amt45811 INR,investment
Stock market purchase Ref008133 Amt30075 INR,investment
Stock market purchase Ref008134 Amt14985 INR,investment
Hotel stay payment Ref008135 Amt13653 INR,travel
Supermarket shopping bill Ref008136 Amt25355 INR,shopping
Ola cab booking Ref008137 Amt31796 INR,travel
Mutual fund SIP investment Ref008138 Amt33238 INR,investment
Loan EMI auto debit Ref008139 Amt41460 INR,emi
Electronics store payment Ref008140 Amt11702 INR,shopping
Crypto investment transfer Ref008141 Amt6965 INR,investment
Flight ticket purchase Ref008142 Amt36285 INR,travel
Loan EMI auto debit Ref008143 Amt153 INR,emi
Swiggy food delivery Ref008144 Amt10261 INR,food
Flipkart purchase Ref008145 Amt13280 INR,shopping
Hotel stay payment Ref008146 Amt10084 INR,travel
Bakery item purchase Ref008147 Amt33398 INR,food
Train ticket booking IRCTC Ref008148 Amt12344 INR,travel
PPF account contribution Ref008149 Amt47831 INR,investment
Bakery item purchase Ref008150 Amt31352 INR,food
Loan EMI auto debit Ref008151 Amt26711 INR,emi
Crypto investment transfer Ref008152 Amt25373 INR,investment
Zomato order payment Ref008153 Amt27788 INR,food
Personal loan EMI Ref008154 Amt11047 INR,emi
Bakery item purchase Ref008155 Amt34352 INR,food
Restaurant bill payment Ref008156 Amt16311 INR,food
Bakery item purchase Ref008157 Amt8451 INR,food
PPF account contribution Ref008158 Amt29236 INR,investment
Mutual fund SIP investment Ref008159 Amt30288 INR,investment
Amazon online shopping Ref008160 Amt23191 INR,shopping
Electronics store payment Ref008161 Amt38081 INR,shopping
Flipkart purchase Ref008162 Amt35556 INR,shopping
Home loan EMI deduction Ref008163 Amt43402 INR,emi
Stock market purchase Ref008164 Amt48231 INR,investment
Swiggy food delivery Ref008165 Amt46073 INR,food
Crypto investment transfer Ref008166 Amt24259 INR,investment
PPF account contribution Ref008167 Amt25296 INR,investment
Hotel stay payment Ref008168 Amt23293 INR,travel
Amazon online shopping Ref008169 Amt9167 INR,shopping
Bike loan installment Ref008170 Amt13478 INR,emi
Personal loan EMI Ref008171 Amt33341 INR,emi
Supermarket shopping bill Ref008172 Amt10750 INR,shopping
Home loan EMI deduction Ref008173 Amt14748 INR,emi
Clothing store purchase Ref008174 Amt44085 INR,shopping
Mutual fund SIP investment Ref008175 Amt29220 INR,investment
Credit card EMI payment Ref008176 Amt38067 INR,emi
Amazon online shopping Ref008177 Amt29266 INR,shopping
Bike loan installment Ref008178 Amt9453 INR,emi
Electronics store payment Ref008179 Amt27825 INR,shopping
Clothing store purchase Ref008180 Amt4224 INR,shopping
PPF account contribution Ref008181 Amt40649 INR,investment
Crypto investment transfer Ref008182 Amt1515 INR,investment
Amazon online shopping Ref008183 Amt36357 INR,shopping
Electronics store payment Ref008184 Amt20219 INR,shopping
Demat account funding Ref008185 Amt36744 INR,investment
Personal loan EMI Ref008186 Amt37519 INR,emi
Bike loan installment Ref008187 Amt18174 INR,emi
Bakery item purchase Ref008188 Amt12783 INR,food
Supermarket shopping bill Ref008189 Amt19909 INR,shopping
Cafe coffee purchase Ref008190 Amt30380 INR,food
Train ticket booking IRCTC Ref008191 Amt30137 INR,travel
Clothing store purchase Ref008192 Amt13617 INR,shopping
